Campaign_ID,Campaign_Name,Brand,Product_Category,Influencer_ID,Influencer,Influencer_Type,Platform,Audience_Group,Campaign_Date,Followers,Reach,Impressions,Likes,Comments,Shares,Clicks,Conversions,Spend,Revenue,Total_Engagement,Engagement_Rate,ROI,Conversion_Rate,Cost_Per_Engagement
CMP06901,Campaign_6901,Sony,Gaming,INF023,Influencer_44,Macro,Instagram,Professionals,2024-02-25,227092,110870,192640,4607,276,66,19223,776,99875,86771,4949,4.46,-13.12,4.04,20.18
CMP06902,Campaign_6902,Nykaa,Gaming,INF161,Influencer_63,Mega,Facebook,Millennials,2024-04-24,3156551,2843652,5657359,147988,3227,5720,121697,32016,410985,1266559,156935,5.52,208.18,26.31,2.62
CMP06903,Campaign_6903,Mamaearth,Beauty,INF249,Influencer_196,Mega,X,Millennials,2025-05-13,3641001,2322247,3029402,221978,22066,2958,32041,7341,140268,145217,247002,10.64,3.53,22.91,0.57
CMP06904,Campaign_6904,Puma,Gaming,INF031,Influencer_161,Mega,Facebook,Adults,2025-11-25,2395287,1938335,2754683,80320,12622,3235,218165,36420,130756,135842,96177,4.96,3.89,16.69,1.36
CMP06905,Campaign_6905,Nike,Gaming,INF187,Influencer_34,Micro,X,Millennials,2024-12-23,31409,16444,18443,1286,110,35,856,236,255589,347451,1431,8.7,35.94,27.57,178.61
CMP06906,Campaign_6906,Boat,Travel,INF283,Influencer_13,Mega,YouTube,Professionals,2024-06-24,1076541,668465,719877,31503,2888,176,22794,1785,228488,791722,34567,5.17,246.5,7.83,6.61
CMP06907,Campaign_6907,Boat,Fashion,INF141,Influencer_85,Mega,Facebook,Gen Z,2025-03-30,1745931,1196802,2118383,138568,14452,10800,8945,1623,493397,669834,163820,13.69,35.76,18.14,3.01
CMP06908,Campaign_6908,Nykaa,Fitness,INF077,Influencer_188,Mega,TikTok,Professionals,2024-03-10,4234380,2582796,4176815,26419,4458,2509,371985,32752,47390,92546,33386,1.29,95.29,8.8,1.42
CMP06909,Campaign_6909,Boat,Food,INF004,Influencer_244,Mega,Facebook,Adults,2024-03-24,2531505,1426259,1712588,134805,291,7000,219013,16311,214587,185691,142096,9.96,-13.47,7.45,1.51
CMP06910,Campaign_6910,Puma,Fitness,INF117,Influencer_176,Mega,X,Millennials,2024-11-07,2662659,1810683,2942780,146323,16888,6874,201050,4012,173958,481614,170085,9.39,176.86,2.0,1.02
CMP06911,Campaign_6911,Samsung,Food,INF230,Influencer_226,Mega,X,Gen Z,2024-02-20,2284018,939401,1304628,49188,4310,4648,136677,35490,335628,673069,58146,6.19,100.54,25.97,5.77
CMP06912,Campaign_6912,Apple,Gaming,INF146,Influencer_12,Mega,Instagram,Millennials,2024-10-22,3270749,2778039,2996527,328534,6569,9196,247497,73368,12675,43289,344299,12.39,241.53,29.64,0.04
CMP06913,Campaign_6913,Zara,Beauty,INF102,Influencer_252,Mega,TikTok,Professionals,2025-10-18,2403235,2234617,2691239,147139,1392,13641,84647,2849,424643,459107,162172,7.26,8.12,3.37,2.62
CMP06914,Campaign_6914,Apple,Gaming,INF036,Influencer_181,Mega,Facebook,Adults,2024-12-01,3008687,1643571,2950355,138440,23285,11620,199605,32309,271401,365565,173345,10.55,34.7,16.19,1.57
CMP06915,Campaign_6915,Nike,Beauty,INF038,Influencer_60,Mega,Facebook,Millennials,2025-02-12,4489799,1667333,2070368,64722,11754,2741,309193,20215,354032,416843,79217,4.75,17.74,6.54,4.47
CMP06916,Campaign_6916,Mamaearth,Gaming,INF271,Influencer_282,Mega,TikTok,Gen Z,2024-06-20,2326554,1552289,1881647,182563,12402,10385,179088,12406,447610,1061119,205350,13.23,137.06,6.93,2.18
CMP06917,Campaign_6917,Nykaa,Fashion,INF017,Influencer_155,Mega,X,Professionals,2024-10-04,2570936,1304789,2367005,45307,8581,2696,88883,19067,71449,131793,56584,4.34,84.46,21.45,1.26
CMP06918,Campaign_6918,Nykaa,Electronics,INF055,Influencer_219,Mega,Instagram,Millennials,2024-01-04,4071870,1118960,1923759,16638,664,218,49665,2350,495855,1176533,17520,1.57,137.27,4.73,28.3
CMP06919,Campaign_6919,Adidas,Travel,INF139,Influencer_117,Mega,Instagram,Millennials,2025-11-11,3120992,2012496,4020220,201977,28430,587,77586,12573,346310,381777,230994,11.48,10.24,16.21,1.5
CMP06920,Campaign_6920,Samsung,Fitness,INF070,Influencer_225,Mega,Facebook,Adults,2024-03-10,2081232,586957,1145148,65989,2264,4830,83676,21076,288865,600414,73083,12.45,107.85,25.19,3.95
CMP06921,Campaign_6921,Puma,Travel,INF188,Influencer_173,Macro,X,Professionals,2025-09-17,222597,115699,182898,10090,1449,788,22552,3852,98136,252275,12327,10.65,157.07,17.08,7.96
CMP06922,Campaign_6922,Apple,Electronics,INF024,Influencer_209,Mega,YouTube,Adults,2024-05-02,2519337,1430376,2831282,41405,5333,3847,247944,72537,23909,35810,50585,3.54,49.78,29.26,0.47
CMP06923,Campaign_6923,Apple,Gaming,INF064,Influencer_216,Macro,Instagram,Professionals,2025-08-19,593771,119005,162800,4842,58,273,19870,4074,119358,329494,5173,4.35,176.06,20.5,23.07
CMP06924,Campaign_6924,Apple,Electronics,INF100,Influencer_141,Mega,YouTube,Professionals,2024-12-25,4184569,1416144,1812569,107671,5165,2511,247227,11475,77535,89766,115347,8.15,15.77,4.64,0.67
CMP06925,Campaign_6925,Nike,Beauty,INF086,Influencer_251,Mega,YouTube,Adults,2025-02-08,2522109,2037742,2936321,45969,328,3156,373980,38292,11385,18204,49453,2.43,59.89,10.24,0.23
CMP06926,Campaign_6926,Nykaa,Gaming,INF027,Influencer_118,Mega,Instagram,Gen Z,2024-12-22,3224321,2032637,2254046,95437,10762,6859,301439,75119,243508,351894,113058,5.56,44.51,24.92,2.15
CMP06927,Campaign_6927,Nike,Gaming,INF143,Influencer_196,Mega,X,Gen Z,2025-11-21,3435556,1977136,3017633,41684,2850,2073,309578,38528,158302,252075,46607,2.36,59.24,12.45,3.4
CMP06928,Campaign_6928,Samsung,Fitness,INF206,Influencer_145,Mega,TikTok,Adults,2024-02-24,2625801,1853342,2052111,19209,2601,1072,272689,32870,78307,272295,22882,1.23,247.73,12.05,3.42
CMP06929,Campaign_6929,Samsung,Electronics,INF047,Influencer_45,Mega,X,Adults,2024-04-21,1611043,440464,589671,40729,1131,2800,20276,3995,385463,1201667,44660,10.14,211.75,19.7,8.63
CMP06930,Campaign_6930,Boat,Travel,INF006,Influencer_200,Macro,TikTok,Professionals,2025-11-24,836993,393828,477787,14876,332,1077,45786,11118,496520,1368196,16285,4.14,175.56,24.28,30.49
CMP06931,Campaign_6931,Samsung,Beauty,INF022,Influencer_293,Mega,Facebook,Millennials,2024-02-28,1355723,714331,776032,27163,4948,2231,117426,28275,411355,1107214,34342,4.81,169.16,24.08,11.98
CMP06932,Campaign_6932,Boat,Travel,INF095,Influencer_27,Mega,Instagram,Millennials,2024-07-21,3130627,1986810,3870657,83049,7404,259,391692,98883,345756,916222,90712,4.57,164.99,25.25,3.81
CMP06933,Campaign_6933,Samsung,Fitness,INF300,Influencer_27,Mega,Facebook,Professionals,2025-08-28,4322479,2337802,4245547,201192,39989,3323,166161,21498,390873,347354,244504,10.46,-11.13,12.94,1.6
CMP06934,Campaign_6934,Sony,Gaming,INF065,Influencer_231,Mega,X,Gen Z,2024-01-26,1465463,559672,655159,53806,9700,2450,82959,21610,50978,105157,65956,11.78,106.28,26.05,0.77
CMP06935,Campaign_6935,Nykaa,Fitness,INF220,Influencer_154,Mega,YouTube,Adults,2025-12-06,1517871,1511931,1547703,45178,4199,19,201408,7821,343907,957675,49396,3.27,178.47,3.88,6.96
CMP06936,Campaign_6936,Mamaearth,Travel,INF136,Influencer_27,Mega,YouTube,Gen Z,2025-05-15,3835335,2602509,3629988,257588,42857,12393,30905,6926,487985,1395018,312838,12.02,185.87,22.41,1.56
CMP06937,Campaign_6937,Adidas,Gaming,INF104,Influencer_77,Mega,Instagram,Millennials,2025-07-11,2598691,2328406,3450228,36184,5835,2229,19276,2807,346782,837822,44248,1.9,141.6,14.56,7.84
CMP06938,Campaign_6938,Boat,Gaming,INF210,Influencer_300,Mega,TikTok,Adults,2025-09-06,4005851,2137158,3951504,22413,3290,363,185221,7130,16890,57182,26066,1.22,238.56,3.85,0.65
CMP06939,Campaign_6939,Apple,Travel,INF084,Influencer_212,Mega,TikTok,Gen Z,2025-02-15,3612580,1433358,2424120,139739,11715,12493,253070,21024,187309,401466,163947,11.44,114.33,8.31,1.14
CMP06940,Campaign_6940,Boat,Food,INF254,Influencer_235,Mega,Facebook,Millennials,2024-02-21,2616265,1537302,2928850,73841,12534,1428,238697,8886,288483,265443,87803,5.71,-7.99,3.72,3.29
CMP06941,Campaign_6941,Mamaearth,Electronics,INF275,Influencer_222,Mega,TikTok,Gen Z,2024-05-20,2792327,2069395,2127542,40343,456,1455,212804,59025,338794,861278,42254,2.04,154.22,27.74,8.02
CMP06942,Campaign_6942,Samsung,Fashion,INF202,Influencer_67,Mega,Instagram,Adults,2025-09-09,2922377,2805768,5252841,205253,15670,49,473324,54910,348553,531227,220972,7.88,52.41,11.6,1.58
CMP06943,Campaign_6943,Apple,Fashion,INF141,Influencer_108,Macro,Instagram,Millennials,2024-11-01,171521,145040,166212,15638,2975,1451,3110,799,447815,489328,20064,13.83,9.27,25.69,22.32
CMP06944,Campaign_6944,Zara,Beauty,INF120,Influencer_186,Macro,X,Gen Z,2024-05-04,291938,221114,330263,19924,3238,708,3218,363,239524,390891,23870,10.8,63.19,11.28,10.03
CMP06945,Campaign_6945,Boat,Gaming,INF218,Influencer_211,Mega,Facebook,Adults,2024-09-08,4460884,2266191,3557507,176407,31012,9846,122696,3914,241577,253310,217265,9.59,4.86,3.19,1.11
CMP06946,Campaign_6946,Nike,Fashion,INF022,Influencer_79,Mega,Instagram,Professionals,2024-03-03,3250273,723094,1234626,25610,4519,1459,38435,8056,142391,467655,31588,4.37,228.43,20.96,4.51
CMP06947,Campaign_6947,Adidas,Electronics,INF208,Influencer_80,Mega,Instagram,Professionals,2025-09-09,3951711,1222258,2287608,140028,15330,11467,244215,5522,426711,1408575,166825,13.65,230.1,2.26,2.56
CMP06948,Campaign_6948,Boat,Beauty,INF132,Influencer_251,Mega,TikTok,Adults,2025-10-21,1915076,1646027,2255636,135642,14647,13276,92463,14040,367102,1153893,163565,9.94,214.32,15.18,2.24
CMP06949,Campaign_6949,Mamaearth,Gaming,INF178,Influencer_249,Mega,X,Professionals,2025-04-27,1619866,766850,913352,26974,4350,839,101388,2465,113100,151363,32163,4.19,33.83,2.43,3.52
CMP06950,Campaign_6950,Puma,Food,INF011,Influencer_246,Mega,Instagram,Millennials,2024-09-22,4298708,1315238,1954400,127225,13410,8293,219577,1258,372014,1174487,148928,11.32,215.71,0.57,2.5
CMP06951,Campaign_6951,Sony,Beauty,INF094,Influencer_180,Mega,Facebook,Professionals,2024-12-09,3618936,959959,1702387,115050,10796,4252,151228,5861,382223,979582,130098,13.55,156.29,3.88,2.94
CMP06952,Campaign_6952,Adidas,Travel,INF115,Influencer_12,Mega,Facebook,Gen Z,2024-05-10,3612804,2552768,4808842,113785,22208,4165,482955,61829,375701,1205643,140158,5.49,220.9,12.8,2.68
CMP06953,Campaign_6953,Nike,Beauty,INF172,Influencer_169,Mega,TikTok,Gen Z,2025-06-22,3179641,2426935,4568539,39829,6240,383,44448,6227,482531,1235880,46452,1.91,156.12,14.01,10.39
CMP06954,Campaign_6954,Nike,Beauty,INF022,Influencer_286,Macro,Instagram,Professionals,2024-11-08,923461,861157,1121297,62763,5702,820,135749,27060,371176,1080036,69285,8.05,190.98,19.93,5.36
CMP06955,Campaign_6955,Nykaa,Food,INF279,Influencer_91,Mega,YouTube,Adults,2024-06-16,1568504,1047452,1233555,20829,3534,1495,48036,6134,21290,71693,25858,2.47,236.74,12.77,0.82
CMP06956,Campaign_6956,Boat,Electronics,INF126,Influencer_128,Mega,YouTube,Millennials,2025-05-28,1010430,621337,1125650,55276,4896,1537,45606,1626,159239,275658,61709,9.93,73.11,3.57,2.58
CMP06957,Campaign_6957,Mamaearth,Beauty,INF240,Influencer_277,Mega,X,Millennials,2025-04-16,1772280,599618,1049935,22820,3560,1940,65366,8402,38840,126088,28320,4.72,224.63,12.85,1.37
CMP06958,Campaign_6958,Boat,Electronics,INF066,Influencer_268,Mega,X,Adults,2024-05-30,2978153,1943495,2331528,192569,1863,15166,168959,23313,71829,235377,209598,10.78,227.69,13.8,0.34
CMP06959,Campaign_6959,Sony,Fashion,INF156,Influencer_71,Mega,X,Millennials,2024-07-27,1960324,1039920,1133582,64219,12806,4373,129463,4066,495863,1183133,81398,7.83,138.6,3.14,6.09
CMP06960,Campaign_6960,Mamaearth,Food,INF070,Influencer_289,Mega,Instagram,Millennials,2024-08-23,2931427,1873979,2361457,76465,9607,467,204920,39634,107026,283017,86539,4.62,164.44,19.34,1.24
CMP06961,Campaign_6961,Zara,Food,INF227,Influencer_78,Mega,X,Adults,2025-11-02,2211730,2151822,2385446,68248,13158,3757,273982,20841,489852,1158937,85163,3.96,136.59,7.61,5.75
CMP06962,Campaign_6962,Zara,Food,INF148,Influencer_109,Macro,Facebook,Millennials,2025-04-28,415601,368982,497159,7810,1453,582,73291,8925,301207,814590,9845,2.67,170.44,12.18,30.59
CMP06963,Campaign_6963,Adidas,Beauty,INF298,Influencer_124,Mega,Instagram,Professionals,2024-12-18,1166036,694218,761634,17295,1492,1367,113898,19628,350241,755179,20154,2.9,115.62,17.23,17.38
CMP06964,Campaign_6964,Boat,Food,INF278,Influencer_173,Mega,Instagram,Adults,2024-01-06,1451658,361232,446834,26398,4118,1490,45236,11112,391049,1314311,32006,8.86,236.1,24.56,12.22
CMP06965,Campaign_6965,Samsung,Fitness,INF127,Influencer_279,Mega,X,Gen Z,2024-01-29,2904050,873318,1534292,34997,4652,541,55301,14358,36053,119755,40190,4.6,232.16,25.96,0.9
CMP06966,Campaign_6966,Sony,Travel,INF082,Influencer_162,Macro,TikTok,Gen Z,2024-01-03,896800,551079,683116,19741,2167,1798,18042,1173,183889,607376,23706,4.3,230.29,6.5,7.76
CMP06967,Campaign_6967,Mamaearth,Fashion,INF272,Influencer_32,Mega,TikTok,Gen Z,2024-05-24,4695843,1454785,2291372,20705,2575,645,152703,12997,55805,52699,23925,1.64,-5.57,8.51,2.33
CMP06968,Campaign_6968,Adidas,Food,INF067,Influencer_140,Mega,YouTube,Millennials,2025-01-06,1338688,408734,549422,8104,1310,259,46691,13990,336096,1008858,9673,2.37,200.17,29.96,34.75
CMP06969,Campaign_6969,Boat,Electronics,INF032,Influencer_24,Mega,Facebook,Gen Z,2024-06-17,3841910,1824429,2523392,48898,7567,2185,70311,17360,363893,869109,58650,3.21,138.84,24.69,6.2
CMP06970,Campaign_6970,Nykaa,Gaming,INF020,Influencer_201,Macro,X,Adults,2024-01-14,289334,220615,407818,3148,615,270,40028,686,396995,1183792,4033,1.83,198.19,1.71,98.44
CMP06971,Campaign_6971,Adidas,Gaming,INF164,Influencer_246,Macro,YouTube,Professionals,2024-06-05,804022,262841,391693,17695,1985,955,34073,5361,204423,682108,20635,7.85,233.67,15.73,9.91
CMP06972,Campaign_6972,Sony,Beauty,INF283,Influencer_146,Mega,X,Adults,2024-07-23,4246562,2503956,2538870,208964,5195,9071,418693,24025,460097,720277,223230,8.92,56.55,5.74,2.06
CMP06973,Campaign_6973,Zara,Food,INF111,Influencer_226,Macro,Instagram,Professionals,2024-04-05,616518,393990,649392,16333,585,610,48284,7838,195606,241014,17528,4.45,23.21,16.23,11.16
CMP06974,Campaign_6974,Puma,Electronics,INF282,Influencer_152,Mega,Facebook,Professionals,2025-01-21,3890847,2989595,3408932,274430,29711,25112,412221,103203,188082,629978,329253,11.01,234.95,25.04,0.57
CMP06975,Campaign_6975,Sony,Food,INF023,Influencer_58,Mega,YouTube,Millennials,2024-08-11,4996274,1543268,2742086,100627,8904,6452,239974,34840,325855,1133807,115983,7.52,247.95,14.52,2.81
CMP06976,Campaign_6976,Puma,Gaming,INF055,Influencer_81,Mega,Facebook,Gen Z,2025-02-12,4856761,1372172,1462092,144535,5655,162,171480,32611,306244,901442,150352,10.96,194.35,19.02,2.04
CMP06977,Campaign_6977,Samsung,Beauty,INF113,Influencer_216,Mega,Facebook,Professionals,2025-10-14,1464557,1104492,2046753,111682,402,8756,94936,24846,353270,735562,120840,10.94,108.22,26.17,2.92
CMP06978,Campaign_6978,Boat,Travel,INF029,Influencer_85,Mega,YouTube,Gen Z,2024-05-14,1017564,716198,987401,15071,310,981,94502,10243,129398,415133,16362,2.28,220.82,10.84,7.91
CMP06979,Campaign_6979,Nykaa,Fashion,INF004,Influencer_263,Mega,YouTube,Professionals,2024-04-02,4735492,2471616,3407191,155544,3821,7780,313078,39659,216705,329944,167145,6.76,52.25,12.67,1.3
CMP06980,Campaign_6980,Apple,Fashion,INF019,Influencer_51,Mega,Facebook,Gen Z,2025-06-11,4246064,2644721,2842491,151285,9682,2317,300031,48666,497617,1390409,163284,6.17,179.41,16.22,3.05
CMP06981,Campaign_6981,Adidas,Electronics,INF261,Influencer_124,Macro,YouTube,Gen Z,2025-12-19,351774,285267,522714,5584,158,521,34532,802,280557,226112,6263,2.2,-19.41,2.32,44.8
CMP06982,Campaign_6982,Apple,Food,INF138,Influencer_285,Mega,Instagram,Professionals,2024-08-22,3674528,2596850,3506738,98545,18105,7233,366634,68040,325361,679455,123883,4.77,108.83,18.56,2.63
CMP06983,Campaign_6983,Apple,Travel,INF160,Influencer_55,Macro,Facebook,Adults,2025-04-09,905769,781293,1268852,35652,465,2519,130328,21235,489228,1141490,38636,4.95,133.32,16.29,12.66
CMP06984,Campaign_6984,Sony,Electronics,INF049,Influencer_44,Macro,TikTok,Adults,2025-01-19,446027,204691,244596,23421,60,987,23203,2423,363861,624399,24468,11.95,71.6,10.44,14.87
CMP06985,Campaign_6985,Sony,Gaming,INF043,Influencer_122,Mega,X,Millennials,2025-06-21,2953445,613001,684500,21848,2945,488,54236,505,384147,520635,25281,4.12,35.53,0.93,15.2
CMP06986,Campaign_6986,Nike,Fitness,INF230,Influencer_240,Mega,Facebook,Professionals,2024-02-19,3940764,1780294,3214540,83578,6173,8261,169363,1285,176440,321490,98012,5.51,82.21,0.76,1.8
CMP06987,Campaign_6987,Boat,Beauty,INF024,Influencer_114,Mega,TikTok,Gen Z,2024-04-25,4388230,2997570,4248765,266448,11408,8553,262037,25306,183068,161113,286409,9.55,-11.99,9.66,0.64
CMP06988,Campaign_6988,Samsung,Fitness,INF163,Influencer_135,Mega,TikTok,Millennials,2024-07-21,1875689,1239188,1431629,48688,9312,3394,107423,16258,205643,297042,61394,4.95,44.45,15.13,3.35
CMP06989,Campaign_6989,Sony,Fitness,INF029,Influencer_278,Mega,X,Gen Z,2024-04-24,2107373,930668,1847714,29305,3587,727,157527,43879,206092,262131,33619,3.61,27.19,27.85,6.13
CMP06990,Campaign_6990,Boat,Fitness,INF271,Influencer_168,Mega,X,Professionals,2025-02-07,1181041,650623,1140515,30334,2958,1761,1438,232,110653,376010,35053,5.39,239.81,16.13,3.16
CMP06991,Campaign_6991,Mamaearth,Gaming,INF012,Influencer_119,Mega,X,Professionals,2024-07-20,4045566,1064683,1993666,49339,4533,1467,177812,47477,440777,1458741,55339,5.2,230.95,26.7,7.97
CMP06992,Campaign_6992,Nykaa,Gaming,INF033,Influencer_31,Mega,Instagram,Professionals,2024-08-17,4825133,2732012,3736262,183041,11568,13475,123428,14476,226637,541943,208084,7.62,139.12,11.73,1.09
CMP06993,Campaign_6993,Apple,Gaming,INF110,Influencer_102,Mega,YouTube,Gen Z,2024-05-30,1848151,1809452,2827858,78113,5762,6269,269024,55454,478758,1592613,90144,4.98,232.66,20.61,5.31
CMP06994,Campaign_6994,Puma,Fitness,INF159,Influencer_175,Macro,Instagram,Millennials,2024-01-28,583321,423701,823916,12048,2122,413,53873,14249,61143,203731,14583,3.44,233.2,26.45,4.19
CMP06995,Campaign_6995,Nike,Fashion,INF131,Influencer_50,Mega,YouTube,Professionals,2024-10-10,4398022,2388200,2857252,172352,30479,360,87057,12514,434513,1063390,203191,8.51,144.73,14.37,2.14
CMP06996,Campaign_6996,Zara,Fashion,INF232,Influencer_96,Mega,Facebook,Gen Z,2024-08-21,3571782,2370465,2916560,102465,1305,5189,365720,6153,455667,1450500,108959,4.6,218.32,1.68,4.18
CMP06997,Campaign_6997,Puma,Food,INF219,Influencer_216,Mega,YouTube,Millennials,2024-05-15,4275786,1869859,2150915,34777,1467,1661,202239,42090,13426,32768,37905,2.03,144.06,20.81,0.35
CMP06998,Campaign_6998,Boat,Fashion,INF235,Influencer_70,Mega,TikTok,Professionals,2024-12-07,4986861,1756442,2266381,204054,30523,1316,339761,87957,192552,222716,235893,13.43,15.67,25.89,0.82
CMP06999,Campaign_6999,Nykaa,Fashion,INF105,Influencer_22,Macro,X,Gen Z,2025-09-25,624628,440063,821203,9385,720,913,11098,597,67690,85532,11018,2.5,26.36,5.38,6.14
CMP07000,Campaign_7000,Samsung,Fitness,INF272,Influencer_173,Mega,Facebook,Professionals,2025-07-28,1119467,1118150,1412157,59007,460,1712,24286,366,55787,186769,61179,5.47,234.79,1.51,0.91
CMP07001,Campaign_7001,Mamaearth,Food,INF169,Influencer_250,Mega,YouTube,Adults,2025-04-23,2762096,834394,1234723,59963,10513,3283,14629,2502,279490,293467,73759,8.84,5.0,17.1,3.79
CMP07002,Campaign_7002,Samsung,Food,INF049,Influencer_276,Mega,X,Professionals,2025-08-06,1849404,1109295,1268690,78493,11972,7818,127433,31034,122632,381279,98283,8.86,210.91,24.35,1.25
CMP07003,Campaign_7003,Adidas,Travel,INF191,Influencer_5,Macro,X,Professionals,2024-03-21,516080,443173,535329,26629,3997,1201,57624,8947,161755,137795,31827,7.18,-14.81,15.53,5.08
CMP07004,Campaign_7004,Boat,Beauty,INF103,Influencer_296,Macro,TikTok,Millennials,2025-08-27,912650,900970,1721508,32755,5559,2439,81531,17237,420170,855274,40753,4.52,103.55,21.14,10.31
CMP07005,Campaign_7005,Adidas,Fitness,INF244,Influencer_249,Mega,X,Millennials,2024-10-24,2486276,1665420,2031333,172665,12743,8283,180022,50203,434242,1351400,193691,11.63,211.21,27.89,2.24
CMP07006,Campaign_7006,Nykaa,Beauty,INF006,Influencer_202,Macro,TikTok,Adults,2025-10-02,170341,149438,202480,10657,1389,745,7963,2169,180368,308186,12791,8.56,70.87,27.24,14.1
CMP07007,Campaign_7007,Samsung,Travel,INF182,Influencer_86,Mega,Instagram,Professionals,2024-06-07,3433705,1641979,3154729,98431,4130,1095,25278,3836,396437,357399,103656,6.31,-9.85,15.18,3.82
CMP07008,Campaign_7008,Mamaearth,Fitness,INF024,Influencer_42,Macro,Facebook,Millennials,2024-09-13,336948,96812,98904,11615,1914,299,4590,743,161187,335140,13828,14.28,107.92,16.19,11.66
CMP07009,Campaign_7009,Nykaa,Food,INF244,Influencer_137,Mega,YouTube,Gen Z,2025-01-12,1929226,980858,1547322,109210,9000,3009,21426,158,155507,325453,121219,12.36,109.29,0.74,1.28
CMP07010,Campaign_7010,Zara,Gaming,INF281,Influencer_49,Mega,TikTok,Gen Z,2024-01-26,1976006,1014670,1492349,67314,5714,3986,24090,442,472287,1586741,77014,7.59,235.97,1.83,6.13
CMP07011,Campaign_7011,Nike,Food,INF074,Influencer_235,Mega,YouTube,Gen Z,2024-07-19,2430268,1510501,2600012,24284,3805,1733,102494,8664,283178,239550,29822,1.97,-15.41,8.45,9.5
CMP07012,Campaign_7012,Puma,Fitness,INF262,Influencer_40,Mega,Instagram,Millennials,2024-12-21,3105024,1411506,1639410,130543,25093,11752,274272,9668,189890,214716,167388,11.86,13.07,3.52,1.13
CMP07013,Campaign_7013,Mamaearth,Gaming,INF089,Influencer_148,Mega,Instagram,Adults,2025-05-30,1057734,732738,1282257,11676,1884,284,56805,2979,446499,510366,13844,1.89,14.3,5.24,32.25
CMP07014,Campaign_7014,Puma,Fashion,INF296,Influencer_225,Mega,X,Adults,2024-02-07,4782049,1406819,1617543,20830,3845,563,280934,40084,307281,435553,25238,1.79,41.74,14.27,12.18
CMP07015,Campaign_7015,Nykaa,Gaming,INF256,Influencer_268,Mega,X,Millennials,2024-03-03,1617717,1085955,1444665,11874,88,1132,27650,3171,397639,601797,13094,1.21,51.34,11.47,30.37
CMP07016,Campaign_7016,Sony,Fashion,INF016,Influencer_107,Macro,Instagram,Adults,2024-09-10,328187,324039,332608,6291,778,227,58851,11538,432053,416538,7296,2.25,-3.59,19.61,59.22
CMP07017,Campaign_7017,Zara,Fashion,INF206,Influencer_227,Mega,YouTube,Millennials,2025-04-30,4471192,2113000,3679542,50294,7034,4905,158554,27460,312246,715602,62233,2.95,129.18,17.32,5.02
CMP07018,Campaign_7018,Mamaearth,Travel,INF101,Influencer_283,Mega,TikTok,Professionals,2024-11-02,3031463,2531691,3317476,208874,21762,6411,23710,6894,13944,22977,237047,9.36,64.78,29.08,0.06
CMP07019,Campaign_7019,Boat,Food,INF124,Influencer_298,Mega,X,Professionals,2025-10-07,3148046,2276871,2836418,142412,9508,4234,208172,7832,306971,425055,156154,6.86,38.47,3.76,1.97
CMP07020,Campaign_7020,Samsung,Travel,INF252,Influencer_84,Mega,YouTube,Millennials,2024-07-17,3136704,1330506,2024754,147121,28447,2075,140363,35437,8059,22077,177643,13.35,173.94,25.25,0.05
CMP07021,Campaign_7021,Apple,Electronics,INF057,Influencer_260,Mega,X,Millennials,2024-08-07,3880315,2179956,3628884,34232,2089,1968,101296,19309,139196,355347,38289,1.76,155.29,19.06,3.64
CMP07022,Campaign_7022,Sony,Travel,INF022,Influencer_206,Mega,Facebook,Adults,2025-04-21,2609812,1800193,1875388,111096,12198,10692,33030,7378,234469,411356,133986,7.44,75.44,22.34,1.75
CMP07023,Campaign_7023,Samsung,Fitness,INF001,Influencer_163,Mega,TikTok,Adults,2024-09-23,1949447,1337585,2427439,19417,766,1914,226368,24220,44414,46480,22097,1.65,4.65,10.7,2.01
CMP07024,Campaign_7024,Nykaa,Gaming,INF122,Influencer_141,Mega,X,Gen Z,2025-09-27,3479854,1210239,1696474,38512,1130,145,171257,10634,112109,338738,39787,3.29,202.15,6.21,2.82
CMP07025,Campaign_7025,Nykaa,Beauty,INF229,Influencer_273,Mega,Instagram,Adults,2025-01-09,3870337,1021091,1072893,51314,696,3163,23047,6018,394459,797424,55173,5.4,102.16,26.11,7.15
CMP07026,Campaign_7026,Apple,Gaming,INF092,Influencer_122,Mega,TikTok,Adults,2025-11-11,4577687,1830180,2292283,154831,13889,6968,139070,8347,142264,244018,175688,9.6,71.52,6.0,0.81
CMP07027,Campaign_7027,Nike,Beauty,INF116,Influencer_169,Mega,X,Gen Z,2025-03-24,4685680,1441637,1815500,170675,14429,16101,76943,22227,66288,172474,201205,13.96,160.19,28.89,0.33
CMP07028,Campaign_7028,Samsung,Travel,INF254,Influencer_153,Mega,YouTube,Adults,2025-12-09,3373885,2370719,4641624,249017,16052,17188,56811,14471,77866,199400,282257,11.91,156.08,25.47,0.28
CMP07029,Campaign_7029,Adidas,Beauty,INF113,Influencer_232,Macro,Facebook,Gen Z,2025-06-14,902812,688086,841350,70497,6153,1136,115484,25245,83977,185592,77786,11.3,121.0,21.86,1.08
CMP07030,Campaign_7030,Boat,Gaming,INF275,Influencer_132,Mega,X,Adults,2024-05-26,3004146,1141029,1467735,53777,4779,1904,121260,26488,334236,1063864,60460,5.3,218.3,21.84,5.53
CMP07031,Campaign_7031,Sony,Fitness,INF283,Influencer_147,Mega,YouTube,Millennials,2024-12-13,4565645,2242971,3234328,142405,4132,3194,295799,20444,122073,107409,149731,6.68,-12.01,6.91,0.82
